merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M11868,regular,ACH,integrated,2024-08-01,
M11869,occasional,Check,outreach,2024-08-01,
M11870,regular,Check,organic,2024-08-01,2025-02-01
M11871,occasional,Check,organic,2024-08-01,
M11872,occasional,Check,integrated,2024-08-01,
M11873,occasional,Check,integrated,2024-08-01,
M11874,high_frequency,ACH,integrated,2024-08-01,2025-11-01
M11875,high_frequency,ACH,integrated,2024-08-01,2024-12-01
M11876,occasional,ACH,outreach,2024-08-01,2024-11-01
M11877,occasional,ACH,organic,2024-08-01,2024-09-01
M11878,regular,ACH,organic,2024-08-01,
M11879,occasional,Check,organic,2024-08-01,2024-10-01
M11880,regular,ACH,outreach,2024-08-01,2025-01-01
M11881,regular,ACH,outreach,2024-08-01,2025-06-01
M11882,high_frequency,ACH,outreach,2024-08-01,2024-12-01
M11883,occasional,Check,outreach,2024-08-01,2024-08-01
M11884,occasional,Check,outreach,2024-08-01,
M11885,regular,Check,outreach,2024-08-01,
M11886,occasional,Check,integrated,2024-08-01,
M11887,regular,ACH,outreach,2024-08-01,2025-05-01
M11888,high_frequency,Check,organic,2024-08-01,2024-10-01
M11889,high_frequency,ACH,integrated,2024-08-01,2024-10-01
M11890,occasional,Check,organic,2024-09-01,
M11891,occasional,Check,organic,2024-09-01,
M11892,high_frequency,ACH,organic,2024-09-01,2024-11-01
M11893,occasional,Check,organic,2024-09-01,
M11894,occasional,Check,organic,2024-09-01,
M11895,regular,Check,organic,2024-09-01,
M11896,regular,Check,outreach,2024-09-01,2025-02-01
M11897,regular,ACH,outreach,2024-09-01,2024-10-01
M11898,high_frequency,Check,organic,2024-09-01,2025-02-01
M11899,occasional,Check,integrated,2024-09-01,
M11900,regular,ACH,organic,2024-09-01,
M11901,occasional,ACH,integrated,2024-09-01,
M11902,occasional,Check,outreach,2024-09-01,
M11903,occasional,Check,outreach,2024-09-01,
M11904,occasional,ACH,outreach,2024-09-01,2025-02-01
M11905,regular,ACH,organic,2024-09-01,
M11906,occasional,ACH,integrated,2024-09-01,
M11907,regular,Check,organic,2024-09-01,2024-10-01
M11908,occasional,ACH,outreach,2024-09-01,
M11909,occasional,Check,outreach,2024-09-01,2025-02-01
M11910,occasional,Check,organic,2024-09-01,
M11911,occasional,Check,outreach,2024-09-01,2025-01-01
M11912,high_frequency,ACH,outreach,2024-09-01,2024-10-01
M11913,regular,Check,organic,2024-09-01,
M11914,occasional,Check,outreach,2024-09-01,2025-06-01
M11915,regular,Check,organic,2024-09-01,
M11916,occasional,ACH,outreach,2024-09-01,2025-06-01
M11917,occasional,Check,organic,2024-09-01,
M11918,occasional,Check,outreach,2024-09-01,
M11919,occasional,ACH,organic,2024-09-01,2024-10-01
M11920,occasional,ACH,organic,2024-09-01,
M11921,occasional,Check,organic,2024-09-01,
M11922,regular,Check,outreach,2024-09-01,
M11923,regular,Check,organic,2024-09-01,2025-02-01
M11924,regular,ACH,outreach,2024-09-01,
M11925,high_frequency,Check,integrated,2024-09-01,2025-11-01
M11926,occasional,Check,outreach,2024-09-01,2025-02-01
M11927,regular,Check,integrated,2024-09-01,
M11928,high_frequency,Check,outreach,2024-09-01,2024-10-01
M11929,regular,Check,outreach,2024-09-01,
M11930,regular,ACH,organic,2024-09-01,
M11931,occasional,ACH,outreach,2024-09-01,
M11932,occasional,Check,integrated,2024-09-01,
M11933,occasional,Check,organic,2024-09-01,2025-09-01
M11934,occasional,Check,integrated,2024-09-01,
M11935,occasional,Check,outreach,2024-09-01,
M11936,high_frequency,ACH,integrated,2024-09-01,2025-09-01
M11937,occasional,ACH,integrated,2024-09-01,
M11938,high_frequency,ACH,organic,2024-09-01,
M11939,occasional,ACH,integrated,2024-09-01,
M11940,regular,ACH,integrated,2024-09-01,2024-12-01
M11941,regular,Check,integrated,2024-09-01,
M11942,high_frequency,ACH,organic,2024-09-01,2024-09-01
M11943,occasional,ACH,outreach,2024-09-01,2025-05-01
M11944,occasional,ACH,integrated,2024-09-01,
M11945,regular,ACH,outreach,2024-09-01,2024-10-01
M11946,regular,Check,integrated,2024-09-01,
M11947,regular,ACH,integrated,2024-09-01,2025-12-01
M11948,high_frequency,ACH,integrated,2024-09-01,2024-11-01
M11949,regular,ACH,integrated,2024-09-01,
M11950,regular,Check,integrated,2024-09-01,
M11951,regular,ACH,integrated,2024-09-01,2024-10-01
M11952,occasional,ACH,integrated,2024-09-01,2024-10-01
M11953,occasional,Check,organic,2024-09-01,2024-10-01
M11954,high_frequency,ACH,organic,2024-09-01,2024-09-01
M11955,regular,Check,integrated,2024-09-01,
M11956,occasional,ACH,organic,2024-09-01,
M11957,regular,ACH,integrated,2024-09-01,2025-03-01
M11958,regular,ACH,organic,2024-09-01,
M11959,high_frequency,ACH,outreach,2024-09-01,2025-04-01
M11960,occasional,Check,outreach,2024-09-01,2024-11-01
M11961,occasional,ACH,integrated,2024-09-01,
M11962,high_frequency,Check,integrated,2024-09-01,2025-07-01
M11963,occasional,Check,organic,2024-09-01,2025-08-01
M11964,occasional,Check,organic,2024-09-01,2024-11-01
M11965,occasional,Check,outreach,2024-09-01,
M11966,regular,Check,integrated,2024-09-01,2025-12-01
M11967,occasional,Check,outreach,2024-09-01,
M11968,high_frequency,Check,integrated,2024-09-01,
M11969,regular,ACH,outreach,2024-09-01,2025-04-01
M11970,occasional,ACH,outreach,2024-09-01,
M11971,occasional,ACH,integrated,2024-09-01,
M11972,high_frequency,Check,organic,2024-09-01,2025-03-01
M11973,regular,Check,organic,2024-09-01,2024-11-01
M11974,high_frequency,Check,organic,2024-09-01,2024-10-01
M11975,occasional,Check,organic,2024-09-01,
M11976,high_frequency,ACH,outreach,2024-09-01,2025-09-01
M11977,occasional,Check,integrated,2024-09-01,
M11978,regular,Check,organic,2024-09-01,2025-05-01
M11979,high_frequency,Check,outreach,2024-09-01,2024-11-01
M11980,regular,Check,outreach,2024-09-01,
M11981,occasional,ACH,integrated,2024-09-01,2025-07-01
M11982,occasional,ACH,integrated,2024-09-01,2024-09-01
M11983,occasional,ACH,outreach,2024-09-01,
M11984,occasional,Check,outreach,2024-09-01,
M11985,occasional,ACH,organic,2024-09-01,2025-02-01
M11986,occasional,Check,organic,2024-09-01,
M11987,regular,ACH,organic,2024-09-01,2024-12-01
M11988,occasional,ACH,integrated,2024-09-01,
M11989,occasional,Check,integrated,2024-10-01,
M11990,high_frequency,ACH,outreach,2024-10-01,2024-11-01
M11991,high_frequency,Check,organic,2024-10-01,2025-06-01
M11992,occasional,Check,outreach,2024-10-01,
M11993,regular,ACH,integrated,2024-10-01,2025-04-01
M11994,regular,Check,outreach,2024-10-01,
M11995,high_frequency,ACH,integrated,2024-10-01,2024-11-01
M11996,occasional,Check,outreach,2024-10-01,2024-11-01
M11997,regular,Check,integrated,2024-10-01,
M11998,occasional,Check,organic,2024-10-01,2025-05-01
M11999,occasional,Check,outreach,2024-10-01,
M12000,regular,Check,organic,2024-10-01,
M12001,regular,Check,outreach,2024-10-01,2025-04-01
M12002,regular,Check,integrated,2024-10-01,2025-06-01
M12003,regular,Check,organic,2024-10-01,2025-09-01
M12004,high_frequency,Check,organic,2024-10-01,2025-07-01
M12005,high_frequency,ACH,integrated,2024-10-01,
M12006,regular,Check,integrated,2024-10-01,
M12007,regular,Check,outreach,2024-10-01,2025-09-01
M12008,occasional,Check,integrated,2024-10-01,
M12009,occasional,Check,outreach,2024-10-01,2025-08-01
M12010,occasional,ACH,organic,2024-10-01,2024-12-01
M12011,occasional,Check,organic,2024-10-01,
M12012,occasional,Check,outreach,2024-10-01,2024-11-01
M12013,occasional,ACH,integrated,2024-10-01,
M12014,occasional,Check,integrated,2024-10-01,
M12015,regular,Check,organic,2024-10-01,2024-10-01
M12016,high_frequency,Check,outreach,2024-10-01,2024-10-01
M12017,occasional,Check,organic,2024-10-01,2025-12-01
M12018,occasional,Check,outreach,2024-10-01,
M12019,occasional,Check,outreach,2024-10-01,
M12020,occasional,Check,organic,2024-10-01,
M12021,regular,Check,organic,2024-10-01,
M12022,occasional,ACH,integrated,2024-10-01,
M12023,regular,Check,integrated,2024-10-01,2025-08-01
M12024,high_frequency,ACH,integrated,2024-10-01,2024-12-01
M12025,high_frequency,Check,outreach,2024-10-01,2025-03-01
M12026,high_frequency,Check,outreach,2024-10-01,2025-02-01
M12027,occasional,Check,integrated,2024-10-01,
M12028,regular,ACH,outreach,2024-10-01,2025-02-01
M12029,high_frequency,Check,integrated,2024-10-01,2025-09-01
M12030,high_frequency,ACH,outreach,2024-10-01,2024-11-01
M12031,regular,Check,outreach,2024-10-01,
M12032,regular,Check,integrated,2024-10-01,2024-11-01
M12033,occasional,ACH,outreach,2024-10-01,
M12034,occasional,Check,integrated,2024-10-01,
M12035,occasional,ACH,organic,2024-10-01,
M12036,occasional,Check,integrated,2024-10-01,
M12037,occasional,Check,integrated,2024-10-01,
M12038,occasional,Check,outreach,2024-10-01,
M12039,high_frequency,Check,outreach,2024-10-01,2025-06-01
M12040,occasional,ACH,outreach,2024-10-01,2025-04-01
M12041,regular,ACH,integrated,2024-10-01,2024-10-01
M12042,high_frequency,Check,organic,2024-10-01,2024-11-01
M12043,occasional,Check,organic,2024-10-01,
M12044,occasional,Check,organic,2024-10-01,
M12045,occasional,ACH,organic,2024-10-01,2024-10-01
M12046,occasional,ACH,outreach,2024-10-01,
M12047,occasional,Check,organic,2024-10-01,
M12048,regular,Check,organic,2024-10-01,2025-12-01
M12049,regular,ACH,organic,2024-10-01,2024-10-01
M12050,high_frequency,Check,integrated,2024-10-01,
M12051,occasional,ACH,outreach,2024-10-01,2025-03-01
M12052,regular,Check,outreach,2024-10-01,2024-12-01
M12053,regular,Check,outreach,2024-10-01,2024-11-01
M12054,regular,Check,outreach,2024-10-01,2025-03-01
M12055,regular,Check,outreach,2024-10-01,2024-12-01
M12056,high_frequency,Check,outreach,2024-10-01,2025-01-01
M12057,occasional,ACH,integrated,2024-10-01,
M12058,occasional,ACH,organic,2024-10-01,2025-03-01
M12059,high_frequency,ACH,integrated,2024-10-01,2024-10-01
M12060,occasional,Check,integrated,2024-10-01,
M12061,regular,ACH,integrated,2024-10-01,
M12062,occasional,Check,outreach,2024-10-01,
M12063,regular,Check,organic,2024-10-01,2025-06-01
M12064,occasional,Check,outreach,2024-10-01,2025-07-01
M12065,high_frequency,ACH,integrated,2024-10-01,
M12066,regular,Check,outreach,2024-10-01,2025-10-01
M12067,high_frequency,Check,organic,2024-10-01,2024-12-01
M12068,occasional,Check,integrated,2024-10-01,2025-09-01
M12069,high_frequency,Check,integrated,2024-10-01,
M12070,occasional,Check,organic,2024-10-01,
M12071,regular,ACH,outreach,2024-10-01,
M12072,occasional,Check,integrated,2024-10-01,
M12073,regular,Check,organic,2024-10-01,
M12074,high_frequency,Check,outreach,2024-10-01,2025-01-01
M12075,regular,ACH,outreach,2024-10-01,
M12076,regular,Check,integrated,2024-10-01,
M12077,high_frequency,Check,outreach,2024-10-01,2025-02-01
M12078,high_frequency,ACH,organic,2024-10-01,2024-10-01
M12079,high_frequency,Check,integrated,2024-10-01,2024-10-01
M12080,regular,Check,outreach,2024-10-01,
M12081,high_frequency,Check,integrated,2024-10-01,2025-01-01
M12082,occasional,ACH,integrated,2024-10-01,
M12083,occasional,ACH,organic,2024-10-01,
M12084,occasional,Check,outreach,2024-10-01,2024-11-01
M12085,occasional,ACH,organic,2024-10-01,
M12086,regular,ACH,organic,2024-10-01,
M12087,regular,ACH,outreach,2024-10-01,
M12088,occasional,Check,outreach,2024-10-01,2025-11-01
M12089,occasional,Check,outreach,2024-10-01,
M12090,regular,Check,organic,2024-10-01,
M12091,occasional,ACH,integrated,2024-11-01,
M12092,high_frequency,Check,outreach,2024-11-01,2024-11-01
M12093,occasional,ACH,outreach,2024-11-01,
M12094,high_frequency,Check,outreach,2024-11-01,2025-02-01
M12095,high_frequency,Check,organic,2024-11-01,2024-12-01
M12096,regular,ACH,integrated,2024-11-01,
M12097,high_frequency,ACH,integrated,2024-11-01,
M12098,occasional,Check,integrated,2024-11-01,
M12099,occasional,Check,organic,2024-11-01,
M12100,occasional,ACH,organic,2024-11-01,
M12101,occasional,Check,outreach,2024-11-01,
M12102,occasional,ACH,outreach,2024-11-01,2025-01-01
M12103,regular,Check,organic,2024-11-01,2025-02-01
M12104,regular,Check,outreach,2024-11-01,
M12105,occasional,Check,integrated,2024-11-01,2024-12-01
M12106,high_frequency,ACH,outreach,2024-11-01,2024-11-01
M12107,regular,ACH,organic,2024-11-01,
M12108,occasional,ACH,outreach,2024-11-01,
M12109,regular,Check,organic,2024-11-01,2025-03-01
M12110,occasional,ACH,organic,2024-11-01,2025-11-01
M12111,occasional,Check,outreach,2024-11-01,2025-07-01
M12112,regular,Check,outreach,2024-11-01,
M12113,occasional,ACH,outreach,2024-11-01,
M12114,regular,ACH,integrated,2024-11-01,2025-10-01
M12115,occasional,Check,outreach,2024-11-01,
M12116,regular,Check,outreach,2024-11-01,2025-09-01
M12117,occasional,Check,integrated,2024-11-01,
M12118,regular,Check,outreach,2024-11-01,
M12119,occasional,ACH,outreach,2024-11-01,
M12120,regular,ACH,integrated,2024-11-01,2025-06-01
M12121,regular,ACH,outreach,2024-11-01,2024-11-01
M12122,high_frequency,Check,outreach,2024-11-01,
M12123,high_frequency,Check,outreach,2024-11-01,2024-12-01
M12124,occasional,Check,organic,2024-11-01,2025-10-01
M12125,high_frequency,ACH,outreach,2024-11-01,2025-05-01
M12126,occasional,Check,integrated,2024-11-01,
M12127,occasional,Check,organic,2024-11-01,
M12128,occasional,Check,organic,2024-11-01,
M12129,regular,Check,organic,2024-11-01,
M12130,regular,Check,integrated,2024-11-01,2025-02-01
M12131,occasional,Check,outreach,2024-11-01,
M12132,regular,Check,integrated,2024-11-01,
M12133,high_frequency,Check,outreach,2024-11-01,2024-11-01
M12134,occasional,ACH,outreach,2024-11-01,
M12135,regular,Check,outreach,2024-11-01,2025-06-01
M12136,regular,ACH,organic,2024-11-01,
M12137,regular,Check,outreach,2024-11-01,2025-05-01
M12138,regular,Check,outreach,2024-11-01,
M12139,occasional,Check,outreach,2024-11-01,
M12140,regular,Check,outreach,2024-11-01,2025-07-01
M12141,regular,ACH,organic,2024-11-01,2024-12-01
M12142,occasional,ACH,organic,2024-11-01,2025-09-01
M12143,regular,Check,outreach,2024-11-01,2025-06-01
M12144,occasional,Check,outreach,2024-11-01,2025-02-01
M12145,occasional,Check,outreach,2024-11-01,
M12146,occasional,ACH,organic,2024-11-01,
M12147,occasional,Check,integrated,2024-11-01,
M12148,occasional,Check,organic,2024-11-01,
M12149,occasional,Check,integrated,2024-11-01,2024-12-01
M12150,regular,Check,integrated,2024-11-01,2025-12-01
M12151,regular,Check,outreach,2024-11-01,
M12152,high_frequency,Check,outreach,2024-11-01,2025-08-01
M12153,high_frequency,Check,outreach,2024-11-01,2025-03-01
M12154,occasional,ACH,integrated,2024-11-01,2025-03-01
M12155,occasional,ACH,outreach,2024-11-01,2024-12-01
M12156,high_frequency,Check,organic,2024-11-01,2025-01-01
M12157,occasional,Check,outreach,2024-11-01,
M12158,occasional,Check,organic,2024-11-01,
M12159,regular,ACH,outreach,2024-11-01,
M12160,occasional,ACH,organic,2024-11-01,
M12161,regular,ACH,organic,2024-11-01,
M12162,occasional,Check,organic,2024-11-01,
M12163,regular,ACH,organic,2024-11-01,
M12164,regular,ACH,outreach,2024-11-01,
M12165,occasional,Check,outreach,2024-11-01,
M12166,occasional,Check,organic,2024-11-01,
M12167,regular,Check,organic,2024-11-01,
M12168,occasional,Check,outreach,2024-11-01,
M12169,high_frequency,ACH,outreach,2024-11-01,2024-11-01
M12170,occasional,ACH,outreach,2024-11-01,2024-11-01
M12171,occasional,Check,outreach,2024-11-01,
M12172,occasional,Check,outreach,2024-11-01,2025-01-01
M12173,regular,Check,organic,2024-11-01,2025-01-01
M12174,regular,Check,integrated,2024-11-01,
M12175,occasional,Check,organic,2024-11-01,
M12176,regular,ACH,outreach,2024-11-01,2024-11-01
M12177,regular,ACH,organic,2024-11-01,2025-01-01
M12178,occasional,Check,organic,2024-11-01,2025-02-01
M12179,occasional,ACH,outreach,2024-11-01,
M12180,regular,Check,organic,2024-11-01,
M12181,regular,ACH,integrated,2024-11-01,
M12182,regular,ACH,outreach,2024-11-01,2024-12-01
M12183,occasional,ACH,integrated,2024-11-01,
M12184,regular,ACH,outreach,2024-11-01,
M12185,occasional,Check,outreach,2024-11-01,
M12186,high_frequency,ACH,outreach,2024-11-01,2024-12-01
M12187,high_frequency,Check,organic,2024-11-01,2025-08-01
M12188,high_frequency,Check,organic,2024-11-01,2024-11-01
M12189,regular,ACH,integrated,2024-11-01,2025-04-01
M12190,occasional,Check,organic,2024-11-01,2025-10-01
M12191,high_frequency,ACH,organic,2024-11-01,2024-11-01
M12192,occasional,Check,outreach,2024-11-01,
M12193,regular,ACH,organic,2024-11-01,
M12194,occasional,ACH,outreach,2024-11-01,2025-07-01
M12195,regular,ACH,integrated,2024-11-01,2025-02-01
M12196,occasional,Check,outreach,2024-12-01,
M12197,occasional,Check,organic,2024-12-01,
M12198,occasional,ACH,organic,2024-12-01,
M12199,regular,Check,organic,2024-12-01,2025-10-01
M12200,regular,Check,outreach,2024-12-01,
M12201,regular,Check,organic,2024-12-01,
M12202,high_frequency,ACH,organic,2024-12-01,2024-12-01
M12203,occasional,ACH,integrated,2024-12-01,
M12204,regular,ACH,integrated,2024-12-01,
M12205,regular,Check,integrated,2024-12-01,2025-12-01
M12206,occasional,ACH,organic,2024-12-01,
M12207,occasional,ACH,outreach,2024-12-01,
M12208,high_frequency,ACH,integrated,2024-12-01,2025-05-01
M12209,regular,Check,organic,2024-12-01,
M12210,regular,Check,organic,2024-12-01,
M12211,occasional,Check,integrated,2024-12-01,
M12212,occasional,Check,organic,2024-12-01,
M12213,occasional,ACH,outreach,2024-12-01,2025-01-01
M12214,regular,ACH,organic,2024-12-01,2025-01-01
M12215,regular,ACH,outreach,2024-12-01,
M12216,occasional,Check,organic,2024-12-01,2025-02-01
M12217,regular,Check,organic,2024-12-01,
M12218,occasional,Check,organic,2024-12-01,
M12219,high_frequency,ACH,organic,2024-12-01,2025-12-01
M12220,occasional,ACH,integrated,2024-12-01,
M12221,high_frequency,Check,organic,2024-12-01,2025-08-01
M12222,occasional,Check,organic,2024-12-01,
M12223,regular,Check,organic,2024-12-01,2025-02-01
M12224,high_frequency,Check,integrated,2024-12-01,2025-11-01
M12225,high_frequency,Check,organic,2024-12-01,2025-01-01
M12226,high_frequency,ACH,outreach,2024-12-01,
M12227,regular,Check,organic,2024-12-01,
M12228,occasional,Check,organic,2024-12-01,2025-08-01
M12229,occasional,ACH,organic,2024-12-01,2024-12-01
M12230,regular,ACH,organic,2024-12-01,2025-07-01
M12231,occasional,Check,outreach,2024-12-01,
M12232,occasional,Check,organic,2024-12-01,
M12233,regular,ACH,outreach,2024-12-01,
M12234,regular,ACH,integrated,2024-12-01,2025-06-01
M12235,occasional,Check,integrated,2024-12-01,
M12236,regular,Check,outreach,2024-12-01,2024-12-01
M12237,occasional,Check,organic,2024-12-01,2025-05-01
M12238,regular,ACH,integrated,2024-12-01,2025-05-01
M12239,regular,Check,organic,2024-12-01,2025-06-01
M12240,regular,Check,integrated,2024-12-01,2025-05-01
M12241,high_frequency,Check,organic,2024-12-01,2024-12-01
M12242,high_frequency,Check,outreach,2024-12-01,
M12243,occasional,Check,outreach,2024-12-01,
M12244,occasional,ACH,outreach,2024-12-01,
M12245,regular,Check,integrated,2024-12-01,
M12246,occasional,Check,organic,2024-12-01,
M12247,regular,ACH,organic,2024-12-01,2024-12-01
M12248,occasional,Check,outreach,2024-12-01,
M12249,occasional,Check,outreach,2024-12-01,
M12250,regular,ACH,outreach,2024-12-01,2025-10-01
M12251,high_frequency,Check,outreach,2024-12-01,2025-11-01
M12252,high_frequency,ACH,integrated,2024-12-01,
M12253,occasional,ACH,organic,2024-12-01,
M12254,occasional,Check,outreach,2024-12-01,
M12255,regular,ACH,integrated,2024-12-01,
M12256,regular,Check,integrated,2024-12-01,2024-12-01
M12257,regular,ACH,outreach,2024-12-01,
M12258,regular,Check,organic,2024-12-01,
M12259,regular,Check,organic,2024-12-01,2024-12-01
M12260,regular,Check,integrated,2024-12-01,
M12261,occasional,Check,organic,2024-12-01,2024-12-01
M12262,regular,ACH,integrated,2024-12-01,2025-09-01
M12263,occasional,ACH,organic,2024-12-01,
M12264,occasional,ACH,organic,2024-12-01,2025-01-01
M12265,occasional,ACH,outreach,2024-12-01,2025-04-01
M12266,occasional,Check,outreach,2024-12-01,2025-08-01
M12267,occasional,Check,organic,2024-12-01,
M12268,occasional,ACH,organic,2024-12-01,2025-02-01
M12269,occasional,ACH,integrated,2024-12-01,
M12270,high_frequency,Check,organic,2024-12-01,2025-06-01
M12271,high_frequency,ACH,organic,2024-12-01,2025-08-01
M12272,regular,Check,organic,2024-12-01,
M12273,regular,ACH,integrated,2024-12-01,
M12274,regular,ACH,organic,2024-12-01,2025-08-01
M12275,occasional,ACH,organic,2024-12-01,
M12276,regular,Check,outreach,2024-12-01,2025-01-01
M12277,occasional,ACH,outreach,2024-12-01,
M12278,regular,Check,outreach,2024-12-01,2025-12-01
M12279,regular,Check,integrated,2024-12-01,
M12280,occasional,ACH,organic,2024-12-01,
M12281,occasional,Check,integrated,2024-12-01,
M12282,high_frequency,ACH,outreach,2024-12-01,2025-08-01
M12283,high_frequency,ACH,outreach,2024-12-01,2025-07-01
M12284,high_frequency,Check,organic,2024-12-01,
M12285,occasional,ACH,outreach,2024-12-01,2025-01-01
M12286,occasional,Check,organic,2024-12-01,2025-07-01
M12287,regular,ACH,outreach,2024-12-01,
M12288,occasional,ACH,outreach,2024-12-01,
M12289,regular,ACH,integrated,2024-12-01,
M12290,regular,ACH,integrated,2024-12-01,
M12291,high_frequency,ACH,outreach,2024-12-01,2025-02-01
M12292,occasional,ACH,organic,2024-12-01,2025-03-01
M12293,high_frequency,Check,outreach,2024-12-01,2025-11-01
M12294,occasional,Check,organic,2024-12-01,
M12295,occasional,ACH,integrated,2024-12-01,
M12296,occasional,Check,integrated,2024-12-01,
M12297,high_frequency,Check,outreach,2024-12-01,
M12298,occasional,Check,integrated,2024-12-01,
M12299,occasional,ACH,outreach,2024-12-01,2024-12-01
M12300,regular,Check,organic,2024-12-01,2025-05-01
M12301,occasional,Check,organic,2024-12-01,
M12302,regular,Check,outreach,2024-12-01,
M12303,occasional,Check,organic,2024-12-01,
M12304,occasional,Check,integrated,2024-12-01,
M12305,regular,ACH,outreach,2025-01-01,
M12306,regular,Check,integrated,2025-01-01,2025-03-01
M12307,occasional,Check,outreach,2025-01-01,2025-02-01
M12308,occasional,Check,outreach,2025-01-01,
M12309,occasional,Check,organic,2025-01-01,
M12310,regular,Check,organic,2025-01-01,
M12311,occasional,ACH,outreach,2025-01-01,
M12312,regular,Check,integrated,2025-01-01,2025-02-01
M12313,occasional,Check,outreach,2025-01-01,2025-01-01
M12314,high_frequency,ACH,integrated,2025-01-01,
M12315,occasional,Check,outreach,2025-01-01,2025-08-01
M12316,occasional,Check,integrated,2025-01-01,
M12317,regular,Check,outreach,2025-01-01,2025-01-01
M12318,occasional,ACH,outreach,2025-01-01,
M12319,regular,ACH,outreach,2025-01-01,
M12320,regular,ACH,organic,2025-01-01,2025-02-01
M12321,occasional,Check,organic,2025-01-01,2025-09-01
M12322,regular,ACH,outreach,2025-01-01,2025-06-01
M12323,occasional,ACH,integrated,2025-01-01,
M12324,occasional,Check,organic,2025-01-01,
M12325,regular,Check,integrated,2025-01-01,
M12326,regular,ACH,integrated,2025-01-01,
M12327,high_frequency,ACH,organic,2025-01-01,2025-03-01
M12328,high_frequency,ACH,organic,2025-01-01,2025-06-01
M12329,occasional,Check,integrated,2025-01-01,
M12330,regular,ACH,outreach,2025-01-01,
M12331,occasional,Check,outreach,2025-01-01,
M12332,occasional,Check,outreach,2025-01-01,
M12333,occasional,ACH,outreach,2025-01-01,2025-07-01
M12334,regular,Check,organic,2025-01-01,
M12335,high_frequency,ACH,organic,2025-01-01,2025-02-01
M12336,occasional,ACH,organic,2025-01-01,2025-11-01
M12337,occasional,Check,outreach,2025-01-01,
M12338,regular,Check,organic,2025-01-01,2025-01-01
M12339,occasional,Check,organic,2025-01-01,
M12340,regular,Check,organic,2025-01-01,
M12341,high_frequency,ACH,organic,2025-01-01,2025-01-01
M12342,high_frequency,ACH,organic,2025-01-01,2025-06-01
M12343,occasional,ACH,outreach,2025-01-01,2025-02-01
M12344,occasional,Check,organic,2025-01-01,2025-07-01
M12345,occasional,Check,integrated,2025-01-01,
M12346,regular,ACH,organic,2025-01-01,
M12347,occasional,ACH,outreach,2025-01-01,
M12348,high_frequency,Check,organic,2025-01-01,
M12349,occasional,ACH,organic,2025-01-01,
M12350,regular,ACH,organic,2025-01-01,2025-02-01
M12351,high_frequency,Check,organic,2025-01-01,2025-02-01
M12352,occasional,Check,outreach,2025-01-01,2025-05-01
M12353,regular,Check,outreach,2025-01-01,2025-09-01
M12354,high_frequency,ACH,organic,2025-01-01,2025-03-01
M12355,occasional,ACH,outreach,2025-01-01,
M12356,occasional,Check,organic,2025-01-01,
M12357,regular,ACH,outreach,2025-01-01,
M12358,occasional,Check,organic,2025-01-01,
M12359,regular,Check,organic,2025-01-01,
M12360,high_frequency,Check,outreach,2025-01-01,2025-09-01
M12361,regular,ACH,integrated,2025-01-01,
M12362,occasional,Check,integrated,2025-01-01,
M12363,occasional,Check,integrated,2025-01-01,
M12364,regular,Check,outreach,2025-01-01,
M12365,high_frequency,ACH,organic,2025-01-01,2025-02-01
M12366,occasional,ACH,outreach,2025-01-01,2025-03-01
M12367,regular,Check,organic,2025-01-01,
M12368,high_frequency,Check,outreach,2025-01-01,2025-01-01
M12369,occasional,Check,integrated,2025-01-01,
M12370,high_frequency,Check,outreach,2025-01-01,2025-07-01
M12371,high_frequency,Check,outreach,2025-01-01,2025-02-01
M12372,occasional,Check,organic,2025-01-01,
M12373,occasional,ACH,organic,2025-01-01,2025-02-01
M12374,regular,ACH,integrated,2025-01-01,
M12375,regular,Check,organic,2025-01-01,
M12376,regular,Check,outreach,2025-01-01,2025-07-01
M12377,regular,Check,integrated,2025-01-01,
M12378,regular,ACH,outreach,2025-01-01,
M12379,high_frequency,Check,outreach,2025-01-01,
M12380,regular,Check,integrated,2025-01-01,
M12381,occasional,Check,outreach,2025-01-01,2025-09-01
M12382,occasional,Check,organic,2025-01-01,
M12383,high_frequency,Check,integrated,2025-01-01,
M12384,occasional,Check,outreach,2025-01-01,2025-11-01
M12385,occasional,Check,organic,2025-01-01,
M12386,regular,ACH,outreach,2025-01-01,2025-01-01
M12387,regular,ACH,outreach,2025-01-01,2025-06-01
M12388,occasional,Check,outreach,2025-01-01,2025-03-01
M12389,high_frequency,Check,integrated,2025-01-01,2025-02-01
M12390,occasional,Check,outreach,2025-01-01,
M12391,high_frequency,ACH,integrated,2025-01-01,2025-04-01
M12392,occasional,Check,outreach,2025-01-01,
M12393,regular,Check,outreach,2025-01-01,2025-01-01
M12394,occasional,ACH,outreach,2025-01-01,2025-06-01
M12395,regular,Check,organic,2025-01-01,
M12396,occasional,Check,organic,2025-01-01,
M12397,high_frequency,Check,organic,2025-01-01,2025-03-01
M12398,regular,ACH,organic,2025-01-01,
M12399,high_frequency,Check,organic,2025-01-01,2025-02-01
M12400,regular,Check,integrated,2025-01-01,2025-01-01
M12401,occasional,Check,integrated,2025-01-01,
M12402,high_frequency,Check,outreach,2025-01-01,
M12403,occasional,ACH,outreach,2025-01-01,
M12404,high_frequency,Check,organic,2025-01-01,
M12405,regular,ACH,outreach,2025-01-01,2025-11-01
M12406,regular,Check,organic,2025-01-01,
