merchant_id,month,payments,volume
M10585,2025-02-01,1,428.42
M10591,2025-02-01,1,603.05
M10593,2025-02-01,2,11931.57
M10594,2025-02-01,1,398.88
M10596,2025-02-01,1,827.53
M10597,2025-02-01,1,440.07
M10598,2025-02-01,4,36902.49
M10602,2025-02-01,1,764.97
M10610,2025-02-01,2,1868.57
M10611,2025-02-01,2,6154.64
M10626,2025-02-01,1,938.76
M10631,2025-02-01,2,748.12
M10634,2025-02-01,3,28191.03
M10635,2025-02-01,1,5262.36
M10638,2025-02-01,2,2827.59
M10640,2025-02-01,2,1441.43
M10641,2025-02-01,1,801.21
M10643,2025-02-01,1,2765.91
M10644,2025-02-01,3,9295.6
M10648,2025-02-01,9,78592.94
M10651,2025-02-01,1,2671.01
M10652,2025-02-01,1,434.58
M10655,2025-02-01,1,3768.55
M10659,2025-02-01,1,2210.7
M10665,2025-02-01,1,538.18
M10666,2025-02-01,2,2501.73
M10671,2025-02-01,4,20136.46
M10672,2025-02-01,1,396.73
M10680,2025-02-01,1,3090.66
M10684,2025-02-01,2,19287.84
M10689,2025-02-01,7,57172.78
M10690,2025-02-01,1,797.59
M10693,2025-02-01,1,514.26
M10700,2025-02-01,1,602.69
M10705,2025-02-01,2,4124.57
M10707,2025-02-01,1,2125.41
M10713,2025-02-01,1,696.23
M10716,2025-02-01,1,330.66
M10724,2025-02-01,1,1280.46
M10726,2025-02-01,5,35574.79
M10727,2025-02-01,1,2603.66
M10730,2025-02-01,2,4037.59
M10731,2025-02-01,1,459.45
M10734,2025-02-01,2,4800.46
M10740,2025-02-01,1,4278.1
M10744,2025-02-01,2,18497.24
M10750,2025-02-01,3,8402.79
M10753,2025-02-01,1,1027.61
M10755,2025-02-01,2,1263.17
M10759,2025-02-01,1,3445.33
M10768,2025-02-01,1,1951.87
M10771,2025-02-01,5,53067.96
M10774,2025-02-01,1,1375.24
M10776,2025-02-01,2,6028.67
M10780,2025-02-01,1,364.29
M10782,2025-02-01,1,2802.72
M10785,2025-02-01,1,265.37
M10787,2025-02-01,3,12507.49
M10793,2025-02-01,1,780.04
M10799,2025-02-01,2,18872.25
M10800,2025-02-01,1,1523.54
M10803,2025-02-01,2,7533.0
M10805,2025-02-01,1,1128.29
M10808,2025-02-01,1,351.43
M10809,2025-02-01,1,280.96
M10810,2025-02-01,1,7743.16
M10812,2025-02-01,4,24835.1
M10816,2025-02-01,3,10243.14
M10824,2025-02-01,1,828.83
M10825,2025-02-01,1,905.45
M10830,2025-02-01,2,4540.62
M10831,2025-02-01,1,4819.61
M10833,2025-02-01,1,891.77
M10835,2025-02-01,3,18054.2
M10836,2025-02-01,1,276.3
M10840,2025-02-01,1,2852.26
M10842,2025-02-01,2,21834.68
M10843,2025-02-01,2,6993.73
M10845,2025-02-01,6,44119.02
M10848,2025-02-01,2,3827.38
M10855,2025-02-01,1,1222.72
M10858,2025-02-01,1,548.43
M10867,2025-02-01,2,5521.72
M10872,2025-02-01,1,757.97
M10886,2025-02-01,2,9786.49
M10887,2025-02-01,2,1607.73
M10894,2025-02-01,1,354.98
M10895,2025-02-01,2,1111.4
M10897,2025-02-01,3,25235.27
M10902,2025-02-01,1,1212.35
M10912,2025-02-01,1,1826.63
M10913,2025-02-01,1,440.6
M10916,2025-02-01,2,1687.87
M10918,2025-02-01,1,900.96
M10927,2025-02-01,1,1637.22
M10934,2025-02-01,1,3952.41
M10935,2025-02-01,1,838.48
M10951,2025-02-01,1,9266.11
M10963,2025-02-01,1,661.68
M10965,2025-02-01,1,736.58
M10970,2025-02-01,2,5101.2
M10975,2025-02-01,1,638.83
M10982,2025-02-01,1,315.82
M10987,2025-02-01,1,690.53
M10991,2025-02-01,2,5969.39
M10992,2025-02-01,1,902.32
M10998,2025-02-01,3,2167.72
M11004,2025-02-01,1,649.57
M11006,2025-02-01,1,396.04
M11007,2025-02-01,1,1732.81
M11017,2025-02-01,1,456.22
M11020,2025-02-01,7,58078.18
M11022,2025-02-01,2,1429.93
M11026,2025-02-01,1,910.64
M11027,2025-02-01,2,1546.0
M11028,2025-02-01,2,2658.21
M11030,2025-02-01,1,350.23
M11031,2025-02-01,2,1326.34
M11042,2025-02-01,2,4313.43
M11052,2025-02-01,4,11729.17
M11053,2025-02-01,2,8914.14
M11054,2025-02-01,1,330.25
M11055,2025-02-01,2,1684.44
M11057,2025-02-01,1,1811.67
M11058,2025-02-01,1,1362.28
M11060,2025-02-01,1,9521.1
M11072,2025-02-01,1,3343.52
M11074,2025-02-01,5,47017.04
M11075,2025-02-01,2,7581.45
M11076,2025-02-01,1,1033.05
M11078,2025-02-01,4,10057.31
M11081,2025-02-01,8,79625.9
M11082,2025-02-01,1,1769.26
M11084,2025-02-01,1,2218.98
M11086,2025-02-01,2,5981.04
M11087,2025-02-01,1,1082.78
M11089,2025-02-01,2,5208.42
M11094,2025-02-01,1,3865.41
M11096,2025-02-01,4,34670.26
M11098,2025-02-01,1,4502.64
M11100,2025-02-01,7,63423.03
M11101,2025-02-01,1,1392.33
M11105,2025-02-01,2,6619.67
M11106,2025-02-01,2,7322.83
M11107,2025-02-01,2,3204.91
M11110,2025-02-01,4,37076.59
M11111,2025-02-01,1,1385.3
M11117,2025-02-01,3,9674.97
M11124,2025-02-01,2,1725.78
M11126,2025-02-01,4,12787.13
M11137,2025-02-01,1,761.73
M11139,2025-02-01,1,474.21
M11142,2025-02-01,1,342.79
M11157,2025-02-01,2,4046.4
M11172,2025-02-01,2,1974.55
M11184,2025-02-01,1,1320.96
M11189,2025-02-01,1,576.62
M11190,2025-02-01,4,12927.47
M11195,2025-02-01,6,13841.7
M11201,2025-02-01,3,9650.65
M11211,2025-02-01,2,7112.92
M11215,2025-02-01,1,1803.8
M11234,2025-02-01,1,1002.3
M11241,2025-02-01,1,3896.91
M11242,2025-02-01,1,776.33
M11257,2025-02-01,1,381.21
M11258,2025-02-01,1,3589.54
M11259,2025-02-01,2,1073.18
M11267,2025-02-01,2,2060.23
M11268,2025-02-01,1,1787.57
M11284,2025-02-01,3,6887.48
M11286,2025-02-01,1,2924.4
M11297,2025-02-01,4,8295.54
M11300,2025-02-01,1,828.99
M11310,2025-02-01,1,935.6
M11311,2025-02-01,3,7670.68
M11312,2025-02-01,2,11120.47
M11320,2025-02-01,1,895.33
M11328,2025-02-01,1,1076.83
M11329,2025-02-01,1,712.38
M11332,2025-02-01,1,4556.08
M11337,2025-02-01,2,12381.13
M11338,2025-02-01,1,320.69
M11351,2025-02-01,1,3805.8
M11358,2025-02-01,2,8611.51
M11366,2025-02-01,2,1374.04
M11367,2025-02-01,1,602.8
M11375,2025-02-01,3,8129.52
M11384,2025-02-01,1,544.49
M11386,2025-02-01,2,7224.29
M11387,2025-02-01,1,633.63
M11389,2025-02-01,5,38860.17
M11391,2025-02-01,1,1141.02
M11392,2025-02-01,1,1171.49
M11395,2025-02-01,7,59887.57
M11410,2025-02-01,1,8585.29
M11411,2025-02-01,1,691.45
M11412,2025-02-01,7,57078.03
M11416,2025-02-01,1,404.76
M11418,2025-02-01,1,718.89
M11422,2025-02-01,1,759.16
M11426,2025-02-01,3,2182.63
M11427,2025-02-01,1,536.66
M11428,2025-02-01,2,9327.68
M11429,2025-02-01,1,3974.37
M11434,2025-02-01,8,89209.84
M11436,2025-02-01,1,271.01
M11437,2025-02-01,1,2290.65
M11440,2025-02-01,1,689.85
M11448,2025-02-01,2,2402.73
M11458,2025-02-01,1,2845.42
M11460,2025-02-01,1,1349.83
M11464,2025-02-01,1,6168.9
M11465,2025-02-01,1,3725.27
M11471,2025-02-01,1,2318.12
M11473,2025-02-01,1,2788.26
M11474,2025-02-01,1,4324.88
M11476,2025-02-01,3,2054.56
M11483,2025-02-01,2,1745.91
M11484,2025-02-01,3,14449.65
M11487,2025-02-01,1,2345.62
M11489,2025-02-01,2,6393.95
M11490,2025-02-01,3,10516.91
M11491,2025-02-01,1,586.49
M11494,2025-02-01,1,4701.63
M11496,2025-02-01,1,7316.39
M11498,2025-02-01,3,11206.06
M11504,2025-02-01,1,676.9
M11509,2025-02-01,5,59805.22
M11511,2025-02-01,1,2225.16
M11513,2025-02-01,1,955.73
M11514,2025-02-01,1,428.0
M11515,2025-02-01,5,34637.01
M11516,2025-02-01,8,59913.83
M11517,2025-02-01,2,12154.22
M11519,2025-02-01,1,1048.42
M11520,2025-02-01,2,2708.58
M11521,2025-02-01,3,2585.8
M11523,2025-02-01,1,1730.36
M11525,2025-02-01,1,4237.98
M11528,2025-02-01,3,21344.74
M11529,2025-02-01,3,18832.47
M11530,2025-02-01,1,1202.87
M11531,2025-02-01,2,2462.32
M11532,2025-02-01,4,39133.75
M11537,2025-02-01,3,2048.21
M11543,2025-02-01,3,2192.77
M11548,2025-02-01,2,7044.9
M11550,2025-02-01,1,941.1
M11551,2025-02-01,1,685.85
M11552,2025-02-01,1,607.1
M11561,2025-02-01,2,6621.66
M11564,2025-02-01,1,3043.87
M11565,2025-02-01,2,7429.3
M11568,2025-02-01,1,2429.22
M11569,2025-02-01,2,1832.99
M11572,2025-02-01,2,2053.37
M11574,2025-02-01,1,1573.25
M11575,2025-02-01,1,1219.35
M11576,2025-02-01,1,5190.78
M11578,2025-02-01,1,1034.28
M11579,2025-02-01,1,1204.11
M11581,2025-02-01,1,634.27
M11584,2025-02-01,1,4217.69
M11590,2025-02-01,6,53375.28
M11593,2025-02-01,2,2175.0
M11597,2025-02-01,3,29165.94
M11598,2025-02-01,1,663.09
M11599,2025-02-01,2,1109.33
M11601,2025-02-01,2,13050.84
M11602,2025-02-01,1,989.75
M11608,2025-02-01,2,8351.24
M11612,2025-02-01,1,1874.99
M11613,2025-02-01,7,74921.97
M11620,2025-02-01,1,479.38
M11621,2025-02-01,1,1523.51
M11624,2025-02-01,1,3399.07
M11637,2025-02-01,1,1108.03
M11638,2025-02-01,3,3032.25
M11642,2025-02-01,1,2441.47
M11643,2025-02-01,2,1295.61
M11649,2025-02-01,1,1911.57
M11650,2025-02-01,1,4413.18
M11655,2025-02-01,3,11060.59
M11656,2025-02-01,1,739.93
M11667,2025-02-01,1,571.86
M11671,2025-02-01,5,40450.35
M11679,2025-02-01,1,2454.04
M11681,2025-02-01,4,31103.91
M11685,2025-02-01,1,763.66
M11687,2025-02-01,3,11582.66
M11691,2025-02-01,1,961.15
M11692,2025-02-01,1,2335.57
M11697,2025-02-01,4,47966.69
M11699,2025-02-01,1,3782.96
M11703,2025-02-01,7,63597.91
M11705,2025-02-01,1,1078.93
M11706,2025-02-01,4,10846.04
M11708,2025-02-01,1,1135.1
M11709,2025-02-01,3,10307.54
M11711,2025-02-01,1,8829.46
M11714,2025-02-01,2,17473.58
M11718,2025-02-01,2,5545.37
M11728,2025-02-01,1,433.86
M11729,2025-02-01,2,4866.53
M11731,2025-02-01,1,3798.15
M11733,2025-02-01,2,9943.19
M11738,2025-02-01,2,9842.6
M11743,2025-02-01,1,837.1
M11748,2025-02-01,2,5774.0
M11750,2025-02-01,1,955.32
M11755,2025-02-01,1,524.01
M11756,2025-02-01,4,37336.64
M11759,2025-02-01,1,1895.94
M11761,2025-02-01,5,39825.8
M11762,2025-02-01,8,67418.95
M11767,2025-02-01,1,828.18
M11768,2025-02-01,2,1424.36
M11769,2025-02-01,1,2399.84
M11770,2025-02-01,2,906.66
M11773,2025-02-01,1,1211.88
M11777,2025-02-01,3,9424.07
M11780,2025-02-01,2,5289.05
M11781,2025-02-01,1,568.46
M11785,2025-02-01,2,5224.11
M11787,2025-02-01,1,8890.02
M11791,2025-02-01,5,34097.18
M11792,2025-02-01,2,2507.1
M11793,2025-02-01,1,871.65
M11795,2025-02-01,1,424.23
M11799,2025-02-01,2,1189.16
M11811,2025-02-01,5,56999.25
M11822,2025-02-01,2,6980.92
M11823,2025-02-01,1,593.14
M11824,2025-02-01,1,2985.91
M11825,2025-02-01,1,845.23
M11826,2025-02-01,2,5341.17
M11827,2025-02-01,1,836.05
M11828,2025-02-01,1,752.08
M11829,2025-02-01,2,14183.82
M11830,2025-02-01,3,18902.93
M11831,2025-02-01,1,461.11
M11850,2025-02-01,3,17433.62
M11851,2025-02-01,1,2826.68
M11860,2025-02-01,2,10965.12
M11864,2025-02-01,2,6150.94
M11865,2025-02-01,6,42657.68
M11866,2025-02-01,1,3346.07
M11867,2025-02-01,5,53495.55
M11868,2025-02-01,3,7189.28
M11871,2025-02-01,1,1238.18
M11874,2025-02-01,3,23331.17
M11878,2025-02-01,2,5262.1
M11881,2025-02-01,2,4388.17
M11884,2025-02-01,1,746.06
M11885,2025-02-01,1,1429.56
M11887,2025-02-01,2,4635.83
M11890,2025-02-01,1,1167.59
M11891,2025-02-01,1,1816.41
M11895,2025-02-01,2,4416.17
M11900,2025-02-01,1,2009.39
M11902,2025-02-01,2,917.41
M11918,2025-02-01,1,2126.71
M11920,2025-02-01,1,1423.72
M11921,2025-02-01,1,781.94
M11922,2025-02-01,1,3685.16
M11924,2025-02-01,1,1200.78
M11925,2025-02-01,3,27594.41
M11927,2025-02-01,1,3117.84
M11929,2025-02-01,1,3699.53
M11931,2025-02-01,1,844.64
M11932,2025-02-01,1,1077.14
M11934,2025-02-01,2,1871.75
M11936,2025-02-01,7,36169.1
M11938,2025-02-01,6,51870.47
M11939,2025-02-01,2,2443.96
M11941,2025-02-01,4,11335.9
M11943,2025-02-01,2,784.66
M11946,2025-02-01,1,3232.29
M11947,2025-02-01,3,19706.1
M11956,2025-02-01,1,1096.52
M11957,2025-02-01,4,10225.75
M11958,2025-02-01,1,2726.69
M11959,2025-02-01,5,31015.36
M11962,2025-02-01,2,16224.69
M11965,2025-02-01,1,546.27
M11966,2025-02-01,1,3423.04
M11967,2025-02-01,1,917.88
M11968,2025-02-01,5,58230.08
M11969,2025-02-01,3,8483.6
M11970,2025-02-01,1,1255.16
M11971,2025-02-01,1,1017.12
M11972,2025-02-01,1,8574.17
M11975,2025-02-01,2,1677.61
M11976,2025-02-01,5,48314.76
M11978,2025-02-01,1,3608.88
M11980,2025-02-01,1,1307.59
M11981,2025-02-01,1,1014.18
M11984,2025-02-01,1,890.22
M11986,2025-02-01,2,2407.24
M11989,2025-02-01,1,830.04
M11991,2025-02-01,2,13191.29
M11994,2025-02-01,3,9495.05
M11997,2025-02-01,1,8348.57
M12003,2025-02-01,2,5970.15
M12004,2025-02-01,6,49362.21
M12005,2025-02-01,1,7011.97
M12006,2025-02-01,1,4615.68
M12007,2025-02-01,1,4288.81
M12009,2025-02-01,1,907.75
M12017,2025-02-01,1,1053.13
M12019,2025-02-01,2,2303.89
M12022,2025-02-01,1,972.58
M12023,2025-02-01,1,3550.88
M12025,2025-02-01,6,53688.6
M12029,2025-02-01,3,32572.31
M12031,2025-02-01,1,7468.58
M12034,2025-02-01,1,563.72
M12038,2025-02-01,3,3037.29
M12039,2025-02-01,2,18081.67
M12046,2025-02-01,2,1636.86
M12048,2025-02-01,2,5265.25
M12050,2025-02-01,11,76464.63
M12054,2025-02-01,3,10005.13
M12058,2025-02-01,1,1484.42
M12060,2025-02-01,1,2127.23
M12061,2025-02-01,1,4849.27
M12062,2025-02-01,2,1395.07
M12063,2025-02-01,1,3619.33
M12065,2025-02-01,3,19440.96
M12069,2025-02-01,4,30544.5
M12070,2025-02-01,1,891.65
M12071,2025-02-01,1,1974.17
M12072,2025-02-01,1,485.3
M12073,2025-02-01,1,1723.19
M12075,2025-02-01,1,2416.96
M12076,2025-02-01,2,6443.7
M12080,2025-02-01,2,7048.15
M12083,2025-02-01,1,648.6
M12085,2025-02-01,1,327.31
M12086,2025-02-01,2,4799.75
M12087,2025-02-01,1,1800.5
M12088,2025-02-01,1,293.0
M12089,2025-02-01,2,1067.63
M12090,2025-02-01,2,7559.25
M12091,2025-02-01,1,900.42
M12093,2025-02-01,1,1173.2
M12097,2025-02-01,2,11081.33
M12098,2025-02-01,2,1080.27
M12101,2025-02-01,2,1609.13
M12104,2025-02-01,7,26346.77
M12107,2025-02-01,1,2531.59
M12108,2025-02-01,1,896.8
M12109,2025-02-01,2,9880.61
M12111,2025-02-01,2,1272.51
M12112,2025-02-01,2,3803.26
M12113,2025-02-01,1,1022.48
M12114,2025-02-01,2,8448.59
M12116,2025-02-01,2,2962.27
M12117,2025-02-01,1,1516.31
M12118,2025-02-01,1,7745.5
M12120,2025-02-01,3,11220.39
M12122,2025-02-01,3,32277.53
M12124,2025-02-01,2,1945.35
M12125,2025-02-01,4,36145.74
M12126,2025-02-01,1,576.79
M12132,2025-02-01,3,7495.42
M12134,2025-02-01,1,493.01
M12135,2025-02-01,2,11719.01
M12136,2025-02-01,2,9757.15
M12137,2025-02-01,1,8052.93
M12140,2025-02-01,1,4836.75
M12143,2025-02-01,2,6127.06
M12146,2025-02-01,1,571.65
M12147,2025-02-01,1,513.9
M12148,2025-02-01,2,1733.27
M12150,2025-02-01,2,8272.01
M12151,2025-02-01,5,17819.71
M12152,2025-02-01,6,54563.94
M12153,2025-02-01,3,22858.62
M12157,2025-02-01,1,542.65
M12158,2025-02-01,1,464.82
M12159,2025-02-01,2,7781.54
M12161,2025-02-01,1,1138.78
M12163,2025-02-01,4,13425.14
M12164,2025-02-01,1,2894.84
M12168,2025-02-01,1,291.37
M12171,2025-02-01,1,433.79
M12174,2025-02-01,2,6477.15
M12180,2025-02-01,1,7004.63
M12181,2025-02-01,1,2447.37
M12187,2025-02-01,2,8522.23
M12189,2025-02-01,2,4981.49
M12190,2025-02-01,2,2107.03
M12193,2025-02-01,1,3568.07
M12194,2025-02-01,1,631.52
M12196,2025-02-01,1,1958.23
M12199,2025-02-01,1,2281.74
M12200,2025-02-01,2,5793.24
M12203,2025-02-01,1,712.95
M12204,2025-02-01,2,9169.72
M12205,2025-02-01,1,8396.32
M12206,2025-02-01,2,1304.98
M12207,2025-02-01,1,1869.18
M12208,2025-02-01,2,10404.21
M12209,2025-02-01,3,6459.15
M12210,2025-02-01,3,7051.98
M12215,2025-02-01,1,2279.95
M12217,2025-02-01,1,3437.05
M12219,2025-02-01,3,22832.37
M12220,2025-02-01,1,511.28
M12221,2025-02-01,2,20579.75
M12222,2025-02-01,1,1429.28
M12224,2025-02-01,5,41040.49
M12226,2025-02-01,4,45692.61
M12227,2025-02-01,2,7769.04
M12230,2025-02-01,1,3653.77
M12233,2025-02-01,1,3237.75
M12234,2025-02-01,1,3992.78
M12238,2025-02-01,1,3363.53
M12239,2025-02-01,3,9684.29
M12240,2025-02-01,1,1459.85
M12242,2025-02-01,6,37312.83
M12243,2025-02-01,1,571.05
M12245,2025-02-01,7,21879.5
M12248,2025-02-01,1,1787.41
M12250,2025-02-01,2,9936.49
M12251,2025-02-01,8,65502.97
M12252,2025-02-01,6,78642.76
M12255,2025-02-01,2,4980.98
M12257,2025-02-01,2,4773.1
M12258,2025-02-01,3,10574.03
M12260,2025-02-01,1,2599.94
M12265,2025-02-01,1,551.27
M12266,2025-02-01,1,653.45
M12267,2025-02-01,1,522.58
M12270,2025-02-01,5,27675.82
M12271,2025-02-01,5,47773.22
M12272,2025-02-01,3,6078.13
M12273,2025-02-01,1,3949.82
M12274,2025-02-01,1,2978.12
M12275,2025-02-01,1,644.63
M12278,2025-02-01,2,7579.41
M12279,2025-02-01,1,1483.12
M12282,2025-02-01,5,34788.22
M12283,2025-02-01,5,31163.03
M12284,2025-02-01,1,13999.28
M12287,2025-02-01,1,2482.63
M12289,2025-02-01,2,2456.64
M12290,2025-02-01,1,1971.8
M12293,2025-02-01,6,42048.99
M12295,2025-02-01,1,593.0
M12297,2025-02-01,2,17968.58
M12300,2025-02-01,1,5407.44
M12302,2025-02-01,2,7868.95
M12304,2025-02-01,1,803.64
M12305,2025-02-01,1,914.41
M12306,2025-02-01,4,8241.16
M12309,2025-02-01,1,525.23
M12314,2025-02-01,8,83895.01
M12315,2025-02-01,1,1387.14
M12316,2025-02-01,1,1210.29
M12322,2025-02-01,1,3551.31
M12325,2025-02-01,1,2995.95
M12327,2025-02-01,9,84322.05
M12328,2025-02-01,6,51956.97
M12330,2025-02-01,1,5170.42
M12333,2025-02-01,1,698.78
M12334,2025-02-01,3,13255.77
M12336,2025-02-01,1,494.89
M12337,2025-02-01,2,2092.09
M12340,2025-02-01,1,2097.84
M12342,2025-02-01,8,63932.96
M12344,2025-02-01,1,653.25
M12347,2025-02-01,2,1637.57
M12348,2025-02-01,2,13230.9
M12352,2025-02-01,1,1069.22
M12353,2025-02-01,1,1490.37
M12354,2025-02-01,6,53579.03
M12359,2025-02-01,2,4580.96
M12360,2025-02-01,3,15717.28
M12361,2025-02-01,1,2300.9
M12362,2025-02-01,1,387.25
M12363,2025-02-01,1,641.82
M12367,2025-02-01,1,1820.63
M12369,2025-02-01,1,689.67
M12370,2025-02-01,2,11800.85
M12377,2025-02-01,1,4968.54
M12378,2025-02-01,2,9213.8
M12379,2025-02-01,3,31866.78
M12380,2025-02-01,2,4116.45
M12381,2025-02-01,1,796.72
M12382,2025-02-01,1,372.59
M12383,2025-02-01,4,39424.04
M12387,2025-02-01,2,7899.63
M12388,2025-02-01,1,743.47
M12390,2025-02-01,1,231.0
M12391,2025-02-01,6,48096.82
M12392,2025-02-01,1,1790.37
M12396,2025-02-01,1,428.66
M12397,2025-02-01,4,31661.4
M12398,2025-02-01,2,6427.57
M12402,2025-02-01,6,53466.82
M12404,2025-02-01,4,22538.93
M12406,2025-02-01,1,3369.32
M12407,2025-02-01,1,11728.75
M12409,2025-02-01,1,1324.43
M12410,2025-02-01,1,3160.9
M12411,2025-02-01,1,2844.59
M12412,2025-02-01,3,8218.66
M12413,2025-02-01,2,36508.16
M12414,2025-02-01,2,5901.22
M12416,2025-02-01,4,12916.84
M12417,2025-02-01,3,6309.72
M12418,2025-02-01,2,4907.96
M12419,2025-02-01,2,1224.33
M12421,2025-02-01,6,42759.92
M12422,2025-02-01,3,25612.39
M12423,2025-02-01,1,4980.43
M12424,2025-02-01,1,1237.46
M12425,2025-02-01,8,52647.88
M12426,2025-02-01,3,33684.41
M12428,2025-02-01,1,972.65
M12429,2025-02-01,2,4090.85
M12431,2025-02-01,1,682.46
M12432,2025-02-01,1,2268.98
M12433,2025-02-01,1,749.51
M12435,2025-02-01,3,23116.59
M12437,2025-02-01,1,6598.09
M12439,2025-02-01,3,3141.91
M12440,2025-02-01,1,578.44
M12442,2025-02-01,5,13121.78
M12446,2025-02-01,5,40955.58
M12448,2025-02-01,2,15280.42
M12450,2025-02-01,1,2296.08
M12452,2025-02-01,1,461.69
M12454,2025-02-01,2,19932.75
M12455,2025-02-01,1,8015.21
M12457,2025-02-01,6,38970.65
M12458,2025-02-01,1,1284.74
M12459,2025-02-01,1,991.1
M12460,2025-02-01,2,1289.37
M12461,2025-02-01,1,6465.71
M12464,2025-02-01,1,5802.53
M12466,2025-02-01,1,532.41
M12467,2025-02-01,1,2229.86
M12468,2025-02-01,1,479.09
M12470,2025-02-01,3,5735.37
M12471,2025-02-01,2,7357.03
M12472,2025-02-01,1,991.5
M12475,2025-02-01,3,8998.09
M12476,2025-02-01,2,1012.17
M12479,2025-02-01,1,761.46
M12480,2025-02-01,1,1793.25
M12481,2025-02-01,2,12967.7
M12482,2025-02-01,1,2501.45
M12483,2025-02-01,5,31316.44
M12485,2025-02-01,2,1641.81
M12486,2025-02-01,1,1385.56
M12489,2025-02-01,1,1467.69
M12492,2025-02-01,1,599.74
M12493,2025-02-01,1,525.73
M12496,2025-02-01,2,22071.38
M12499,2025-02-01,1,334.46
M12501,2025-02-01,1,20636.54
M12504,2025-02-01,3,22210.51
M12505,2025-02-01,1,7225.04
M12506,2025-02-01,1,1374.36
M12507,2025-02-01,1,3754.39
M12510,2025-02-01,1,688.91
M12511,2025-02-01,2,7543.06
M12512,2025-02-01,1,4385.34
M12514,2025-02-01,2,9459.96
M12515,2025-02-01,7,56263.42
M12516,2025-02-01,2,4830.45
M12517,2025-02-01,1,2937.82
M12518,2025-02-01,4,23914.09
M12519,2025-02-01,2,1192.46
M12524,2025-02-01,2,2477.5
M12527,2025-02-01,7,49095.54
M12528,2025-02-01,3,33788.33
M12529,2025-02-01,2,2950.12
M12530,2025-02-01,2,4641.94
M12531,2025-02-01,1,2657.87
M10001,2025-03-01,1,2263.51
M10010,2025-03-01,1,4006.04
M10011,2025-03-01,1,1636.34
M10015,2025-03-01,1,633.8
M10017,2025-03-01,4,47825.46
M10019,2025-03-01,2,5265.06
M10026,2025-03-01,2,1779.84
M10027,2025-03-01,1,696.96
M10028,2025-03-01,2,5609.96
M10044,2025-03-01,1,6945.32
M10045,2025-03-01,1,1789.79
M10046,2025-03-01,2,2581.7
M10049,2025-03-01,3,7592.26
M10054,2025-03-01,5,25947.64
M10065,2025-03-01,1,3627.73
M10080,2025-03-01,8,89941.79
M10081,2025-03-01,1,6681.34
M10082,2025-03-01,2,7103.33
M10090,2025-03-01,1,731.16
M10094,2025-03-01,8,55857.81
M10096,2025-03-01,1,4555.54
M10098,2025-03-01,1,708.15
M10101,2025-03-01,1,253.21
M10110,2025-03-01,3,8877.37
M10111,2025-03-01,2,1123.29
M10112,2025-03-01,1,657.91
M10116,2025-03-01,4,53462.08
M10125,2025-03-01,3,8120.75
M10126,2025-03-01,1,363.71
M10131,2025-03-01,6,63180.29
M10132,2025-03-01,1,934.89
M10138,2025-03-01,1,15680.27
M10139,2025-03-01,1,5556.3
M10154,2025-03-01,1,2741.48
M10177,2025-03-01,1,1208.45
M10187,2025-03-01,1,429.43
M10188,2025-03-01,3,5471.96
M10199,2025-03-01,2,5250.19
M10201,2025-03-01,2,4998.02
M10203,2025-03-01,2,8401.73
M10206,2025-03-01,4,9690.22
M10207,2025-03-01,6,57505.41
M10211,2025-03-01,3,4275.51
M10214,2025-03-01,4,14196.26
M10236,2025-03-01,3,9812.7
M10237,2025-03-01,6,39442.03
M10241,2025-03-01,4,41451.5
M10252,2025-03-01,3,22236.25
M10258,2025-03-01,1,4164.3
M10267,2025-03-01,1,428.19
M10272,2025-03-01,8,78028.42
M10273,2025-03-01,2,2078.93
M10278,2025-03-01,1,743.38
M10281,2025-03-01,4,36309.97
M10285,2025-03-01,1,1493.27
M10286,2025-03-01,3,7237.63
M10292,2025-03-01,4,3734.94
M10297,2025-03-01,3,1815.15
M10302,2025-03-01,1,2017.07
M10303,2025-03-01,1,1031.93
M10311,2025-03-01,1,3940.53
M10314,2025-03-01,1,1227.25
M10315,2025-03-01,1,412.86
M10316,2025-03-01,1,1352.02
M10321,2025-03-01,1,1457.73
M10329,2025-03-01,3,21350.4
M10331,2025-03-01,1,1255.75
M10340,2025-03-01,1,867.71
M10343,2025-03-01,7,69944.61
M10349,2025-03-01,1,1265.12
M10352,2025-03-01,1,3290.34
M10357,2025-03-01,2,2918.56
M10358,2025-03-01,1,2815.61
M10361,2025-03-01,7,63982.91
M10362,2025-03-01,2,6416.66
M10364,2025-03-01,2,2871.21
M10368,2025-03-01,1,1050.07
M10369,2025-03-01,2,1961.86
M10376,2025-03-01,2,2760.06
M10377,2025-03-01,5,60133.69
M10382,2025-03-01,1,3536.3
M10384,2025-03-01,3,4041.77
M10386,2025-03-01,1,560.15
M10392,2025-03-01,2,4620.11
M10393,2025-03-01,1,720.66
M10396,2025-03-01,1,1580.41
M10397,2025-03-01,2,4654.48
M10400,2025-03-01,2,1750.78
M10405,2025-03-01,3,2575.9
M10406,2025-03-01,1,3800.12
M10408,2025-03-01,5,38539.57
M10410,2025-03-01,2,1148.23
M10414,2025-03-01,2,4205.73
M10420,2025-03-01,1,934.83
M10421,2025-03-01,2,19928.51
M10427,2025-03-01,1,586.26
M10429,2025-03-01,1,908.29
M10435,2025-03-01,1,2776.12
M10436,2025-03-01,4,26387.29
M10438,2025-03-01,6,64994.23
M10443,2025-03-01,1,1032.89
M10455,2025-03-01,1,1179.92
